Measurement_ID,Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Distance To GCS (m),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type
11,-0.9,2.4,131,-49,0,1.3,89.95686157,743.3,746.9,743.95,744.0,743.783,1454.2,0:23:45,69.5,3,92.0,269.0,127.9,25,8:04:28,12:52:45,4/14/2022,32.2313044,-110.9450059,12SWA 05181 66075,1.1,1.8,112.0,3,9,0.8,69.6,-0.1,-0.2,0.2,1.1,1.1,0.0,107.71,1.2,0.9,2.2,0
11,-0.2,2.6,125,-55,-6,1.2,89.95686975,743.3,746.8,743.95,743.95,743.924,1456.2,0:23:46,71.5,3,92.0,269.0,129.9,26,8:04:28,12:52:46,4/14/2022,32.2313026,-110.9449981,12SWA 05182 66075,1.1,1.8,103.5,3,9,0.5,71.6,0.0,-0.1,0.1,1.2,1.2,0.1,107.73,1.9,0.7,1.7,0
11,2.1,2.8,126,-54,1,1.2,89.95686894,743.2,746.7,743.89,743.91,743.91,1456.2,0:23:47,72.6,3,92.0,269.0,130.9,27,8:04:28,12:52:47,4/14/2022,32.2313018,-110.9449815,12SWA 05183 66075,1.1,1.8,83.0,3,9,0.4,72.7,0.0,-0.1,0.1,1.1,1.1,0.1,107.73,1.2,0.8,1.7,0
11,1.0,2.7,123,-57,-3,1.1,89.95685989,743.1,746.7,743.83,743.83,743.754,1458.5,0:23:48,73.7,3,92.0,269.0,131.9,27,8:04:28,12:52:48,4/14/2022,32.2313013,-110.9449645,12SWA 05185 66075,1.1,1.7,89.8,3,10,0.4,73.8,0.1,-0.1,0.1,1.2,1.2,0.1,107.74,1.4,0.7,1.7,0
11,1.5,3.6,126,-54,3,1.2,89.95686308,743.3,746.8,743.98,743.9,743.809,1458.5,0:23:49,75.5,3,92.0,269.0,133.5,27,8:04:28,12:52:49,4/14/2022,32.2313022,-110.944958,12SWA 05185 66075,1.1,1.7,97.9,3,10,0.4,75.6,-0.1,-0.1,0.1,1.2,1.2,0.1,107.74,0.9,0.7,1.7,0
11,-0.5,3.8,124,-56,-2,1.1,89.95686998,743.4,746.9,744.09,744.04,743.928,1460.8,0:23:50,76.7,3,92.0,269.0,134.5,27,8:04:28,12:52:50,4/14/2022,32.2313017,-110.9449428,12SWA 05187 66075,1.1,1.7,89.8,3,10,0.4,76.1,-0.1,-0.1,0.1,1.2,1.2,0.1,107.76,1.4,0.8,1.8,0
11,-0.4,1.5,125,-55,1,1.2,89.95687699,743.5,747.0,744.2,744.14,744.049,1460.8,0:23:51,77.7,3,92.0,270.0,135.5,26,8:04:28,12:52:51,4/14/2022,32.2313011,-110.9449328,12SWA 05188 66075,1.1,1.8,98.0,3,9,0.3,77.8,-0.3,-0.1,0.1,1.2,1.2,0.1,107.76,1.0,0.7,2.1,0
11,-0.4,3.5,123,-57,-2,1.1,89.95688273,743.6,747.1,744.26,744.26,744.148,1463.1,0:23:53,78.9,3,92.0,270.0,136.6,27,8:04:28,12:52:52,4/14/2022,32.2313006,-110.9449171,12SWA 05189 66075,1.1,1.8,88.5,3,9,0.3,79.0,-0.4,-0.1,0.1,1.1,1.1,0.0,107.8,1.0,0.8,2.2,0
11,0.9,3.0,124,-56,1,1.1,89.95688667,743.6,747.2,744.4,744.32,744.216,1463.1,0:23:54,79.4,3,92.0,270.0,137.1,28,8:04:28,12:52:53,4/14/2022,32.2313015,-110.9449062,12SWA 05190 66075,1.1,1.9,86.9,3,8,0.3,79.5,-0.4,-0.1,0.1,1.1,1.1,0.0,107.8,1.2,0.7,1.8,0
11,-0.6,2.9,131,-49,7,1.2,89.95688377,743.8,747.3,744.48,744.46,744.166,1465.4,0:23:55,81.3,3,92.0,269.0,138.3,29,8:04:28,12:52:54,4/14/2022,32.2313025,-110.9448911,12SWA 05192 66075,1.1,1.7,98.4,3,9,0.4,81.4,-0.6,-0.2,0.2,1.1,1.1,0.0,107.82,1.3,1.1,2.1,0
11,-2.0,3.0,131,-49,0,1.1,89.95688464,743.7,747.3,744.42,744.47,744.181,1465.4,0:23:56,82.6,3,92.0,270.0,139.5,29,8:04:28,12:52:55,4/14/2022,32.2313025,-110.9448911,12SWA 05192 66075,1.1,1.7,98.4,3,9,0.4,82.7,-0.5,-0.2,0.2,1.2,1.2,0.0,107.82,1.5,0.9,1.8,0
11,-3.8,3.6,133,-47,2,1.2,89.95687879,743.7,747.2,744.36,744.37,744.08,1468.0,0:23:57,84.1,3,92.0,270.0,141.0,28,8:04:28,12:52:56,4/14/2022,32.2313014,-110.9448588,12SWA 05195 66075,1.1,1.9,97.4,3,8,0.3,84.2,-0.4,-0.2,0.2,1.2,1.2,0.0,107.85,3.0,1.1,2.1,0
11,-3.8,2.3,136,-44,3,1.3,89.95687873,743.6,747.1,744.26,744.35,744.079,1470.4,0:23:58,85.6,3,92.0,270.0,142.5,27,8:04:28,12:52:57,4/14/2022,32.2312998,-110.9448499,12SWA 05196 66075,1.1,1.8,96.9,3,9,0.2,85.7,-0.3,-0.2,0.2,1.2,1.2,0.0,107.87,1.3,0.8,1.7,0
11,-3.6,2.7,128,-52,-8,1.2,89.95689061,743.5,747.0,744.2,744.22,744.284,1470.4,0:23:59,87.0,3,92.0,270.0,143.9,27,8:04:28,12:52:58,4/14/2022,32.2312955,-110.9448293,12SWA 05198 66074,1.1,1.8,95.7,3,9,-0.1,87.1,-0.3,-0.1,0.1,1.3,1.3,0.1,107.89,1.3,0.6,1.4,0
11,-1.1,1.5,128,-52,0,1.2,89.95688453,743.4,747.0,744.15,744.15,744.179,1472.4,0:24:00,88.3,3,92.0,270.0,145.1,27,8:04:28,12:52:59,4/14/2022,32.2312955,-110.9448215,12SWA 05198 66074,1.1,1.8,91.7,3,9,-0.1,88.4,-0.2,-0.1,0.1,1.2,1.2,0.1,107.91,1.3,0.8,1.9,0
11,-2.4,2.5,126,-54,-2,1.2,89.95688621,743.4,746.9,744.05,744.15,744.208,1472.4,0:24:01,89.4,3,92.0,270.0,146.2,27,8:04:28,12:53:00,4/14/2022,32.2312945,-110.9448046,12SWA 05200 66074,1.1,1.8,86.7,3,9,-0.2,89.5,-0.2,0.0,0.0,1.2,1.2,0.1,107.92,0.8,0.6,1.9,0
11,-1.0,1.5,123,-57,-3,1.1,89.95688117,743.3,746.8,744.0,744.0,744.121,1474.7,0:24:02,90.4,3,92.0,270.0,147.2,27,8:04:28,12:53:01,4/14/2022,32.2312934,-110.9447906,12SWA 05201 66074,1.1,1.8,91.3,3,9,-0.3,90.5,-0.1,-0.1,0.1,1.2,1.2,0.2,107.91,1.8,0.7,1.5,0
11,-1.2,2.5,119,-61,-4,1.1,89.95687844,743.3,746.8,743.99,743.99,744.074,1474.7,0:24:03,91.5,3,92.0,270.0,148.3,27,8:04:28,12:53:02,4/14/2022,32.2312947,-110.9447803,12SWA 05202 66074,1.1,1.8,85.1,3,9,-0.3,91.7,-0.1,0.0,0.0,1.1,1.1,0.1,107.92,1.2,0.7,2.0,0
11,-1.6,1.5,121,-59,2,1.1,89.95686714,743.3,746.8,743.97,743.97,743.879,1476.9,0:24:04,92.7,3,92.0,270.0,149.3,28,8:04:28,12:53:03,4/14/2022,32.2312962,-110.9447652,12SWA 05204 66074,1.1,1.8,86.0,3,9,-0.2,92.8,-0.1,-0.1,0.1,1.1,1.1,0.1,107.92,1.6,0.8,2.6,0
11,-0.4,4.2,125,-55,4,1.1,89.95686714,743.2,746.8,743.96,743.97,743.879,1476.9,0:24:05,93.9,3,92.0,270.0,150.5,29,8:04:28,12:53:04,4/14/2022,32.2312962,-110.9447652,12SWA 05204 66074,1.1,1.8,86.0,3,9,-0.1,94.0,0.0,-0.1,0.1,1.1,1.1,0.2,107.92,0.9,0.7,1.4,0
11,0.2,3.7,130,-50,5,1.1,89.95685716,743.3,746.8,744.04,744.04,743.707,1479.9,0:24:06,95.1,3,92.0,270.0,151.6,30,8:04:28,12:53:05,4/14/2022,32.2312989,-110.9447388,12SWA 05206 66075,1.1,1.8,83.6,3,9,0.0,95.2,-0.1,-0.2,0.2,1.1,1.1,0.1,107.94,1.7,0.7,2.1,0
11,-2.0,4.2,135,-45,5,1.1,89.95685328,743.4,746.9,744.11,744.07,743.64,1479.9,0:24:07,96.4,3,92.0,270.0,152.8,31,8:04:28,12:53:06,4/14/2022,32.2312993,-110.9447274,12SWA 05207 66075,1.1,1.8,95.6,3,9,0.0,96.6,-0.2,-0.2,0.2,1.1,1.1,0.1,107.94,1.5,0.8,1.7,0
11,-1.4,2.8,135,-45,0,1.3,89.95686418,743.4,747.0,744.15,744.16,743.828,1481.9,0:24:08,97.9,3,92.0,270.0,154.3,28,8:04:28,12:53:07,4/14/2022,32.2312982,-110.9447081,12SWA 05209 66075,1.1,1.8,92.3,3,9,-0.1,98.0,-0.2,-0.2,0.2,1.3,1.3,0.0,107.94,1.9,0.8,1.4,0
11,1.1,3.4,123,-57,-12,1.4,89.95683418,743.5,747.0,744.16,744.16,743.311,1484.3,0:24:09,100.3,4,66.0,270.0,156.6,26,8:04:28,12:53:08,4/14/2022,32.2312977,-110.9446969,12SWA 05210 66075,1.1,1.8,93.6,3,9,-0.2,99.7,-0.2,0.1,0.1,1.5,1.5,0.1,107.94,2.1,0.9,1.5,0
11,-1.6,3.3,121,-59,-2,1.3,89.95686105,743.5,747.1,744.25,744.23,743.774,1486.4,0:24:10,101.6,4,66.0,270.0,157.6,28,8:04:28,12:53:10,4/14/2022,32.2312977,-110.9446969,12SWA 05210 66075,1.1,1.8,93.6,3,9,0.2,101.1,-0.3,0.3,0.3,1.3,1.3,0.1,107.94,1.1,0.7,1.7,0
11,-0.8,2.8,115,-65,-6,1.4,89.95687224,743.6,747.1,744.26,744.25,743.967,1486.4,0:24:11,102.8,4,66.0,269.0,158.7,27,8:04:28,12:53:11,4/14/2022,32.2312977,-110.9446969,12SWA 05210 66075,1.1,1.8,93.6,3,9,0.7,102.9,-0.4,0.5,0.5,1.4,1.4,0.0,107.94,1.1,1.4,1.8,0
11,-1.2,2.0,108,-72,-7,1.3,89.95688395,743.6,747.1,744.3,744.31,744.169,1488.8,0:24:12,103.8,4,66.0,269.0,159.6,27,8:04:28,12:53:12,4/14/2022,32.2313063,-110.9446535,12SWA 05214 66076,1.1,1.8,64.5,3,9,0.7,102.9,-0.4,0.5,0.5,1.4,1.4,0.0,107.92,1.1,1.4,1.8,0
11,0.4,2.0,105,-75,-3,1.3,89.95688539,743.7,747.2,744.36,744.31,744.194,1488.8,0:24:13,104.8,4,66.0,269.0,160.3,27,8:04:28,12:53:13,4/14/2022,32.2313088,-110.9446471,12SWA 05215 66076,1.1,1.8,64.7,3,9,1.7,104.9,-0.5,0.5,0.5,1.1,1.1,0.0,107.92,0.6,1.1,1.8,0
11,-3.2,2.2,103,-77,-2,1.2,89.95689217,743.7,747.2,744.4,744.39,744.311,1488.8,0:24:14,105.3,4,66.0,269.0,160.7,28,8:04:28,12:53:14,4/14/2022,32.2313149,-110.9446308,12SWA 05216 66077,1.1,1.8,67.3,3,9,2.0,105.4,-0.5,0.4,0.4,1.1,1.1,0.1,107.92,1.1,0.6,1.6,0
11,-2.0,2.8,100,-80,-3,1.2,89.95689096,743.6,747.1,744.31,744.37,744.29,1491.0,0:24:15,106.9,4,66.0,268.0,162.0,29,8:04:28,12:53:15,4/14/2022,32.231318,-110.944624,12SWA 05217 66077,1.1,1.8,65.3,3,9,2.7,106.9,-0.4,0.5,0.5,1.0,1.0,0.0,107.92,0.9,1.0,2.1,0
11,-2.3,2.1,100,-80,0,1.2,89.95688348,743.6,747.1,744.26,744.26,744.161,1491.0,0:24:16,107.4,4,66.0,268.0,162.4,29,8:04:28,12:53:16,4/14/2022,32.2313245,-110.9446105,12SWA 05218 66078,1.1,1.8,57.8,3,9,3.3,108.0,-0.4,0.4,0.4,1.0,1.0,0.0,107.91,1.2,0.7,1.9,0
11,0.7,3.9,98,-82,-2,1.1,89.95688169,743.6,747.2,744.34,744.29,744.13,1493.8,0:24:17,108.8,4,66.0,268.0,163.6,30,8:04:28,12:53:17,4/14/2022,32.2313245,-110.9446105,12SWA 05218 66078,1.1,1.8,57.8,3,9,3.7,108.8,-0.4,0.4,0.4,1.0,1.0,0.0,107.91,1.0,0.7,1.8,0
11,1.0,4.0,96,-84,-2,1.1,89.95689043,743.7,747.3,744.45,744.38,744.281,1493.8,0:24:18,109.9,4,66.0,268.0,164.5,30,8:04:28,12:53:18,4/14/2022,32.2313332,-110.9445908,12SWA 05220 66079,1.1,1.8,57.3,3,9,4.2,109.9,-0.5,0.4,0.4,1.0,1.0,-0.1,107.89,1.4,0.6,2.3,0
11,-2.3,4.1,98,-82,2,1.1,89.9568898,743.8,747.3,744.48,744.48,744.27,1496.0,0:24:19,110.9,4,66.0,267.0,165.3,30,8:04:28,12:53:19,4/14/2022,32.2313372,-110.9445841,12SWA 05221 66079,1.1,1.8,57.5,3,9,4.8,110.9,-0.6,0.4,0.4,1.0,1.0,0.0,107.87,1.8,1.3,2.6,0
11,-2.1,4.2,101,-79,3,1.2,89.9568898,743.7,747.3,744.45,744.48,744.27,1498.1,0:24:20,112.1,4,66.0,267.0,166.3,30,8:04:28,12:53:20,4/14/2022,32.2313414,-110.9445757,12SWA 05221 66079,1.1,1.8,62.1,3,9,5.6,112.1,-0.5,0.5,0.5,1.1,1.1,0.0,107.87,1.4,0.8,1.5,0
11,-1.0,2.9,104,-76,3,1.4,89.95688227,743.8,747.3,744.48,744.44,744.14,1498.1,0:24:21,113.5,4,66.0,267.0,167.5,27,8:04:28,12:53:21,4/14/2022,32.2313414,-110.9445757,12SWA 05221 66079,1.1,1.8,62.1,3,9,6.1,113.5,-0.6,0.4,0.4,1.3,1.3,0.1,107.87,2.0,0.9,2.9,0
11,0.3,3.1,104,-76,0,1.2,89.95689159,743.8,747.3,744.47,744.48,744.301,1500.2,0:24:22,114.7,4,66.0,267.0,168.4,29,8:04:28,12:53:22,4/14/2022,32.2313542,-110.9445425,12SWA 05225 66081,1.1,1.8,69.0,3,9,6.6,114.6,-0.6,0.4,0.4,1.1,1.1,0.0,107.83,1.7,0.7,1.4,0
11,0.3,3.3,100,-80,-4,1.3,89.95690057,743.8,747.3,744.49,744.47,744.456,1500.2,0:24:23,114.7,4,66.0,267.0,168.4,28,8:04:28,12:53:23,4/14/2022,32.2313542,-110.9445425,12SWA 05225 66081,1.1,1.8,69.0,3,9,6.8,115.1,-0.6,0.5,0.5,1.1,1.1,0.0,107.83,2.2,0.7,2.2,0
11,0.5,3.4,100,-80,0,1.3,89.95690572,743.8,747.3,744.47,744.52,744.545,1502.6,0:24:24,117.0,4,66.0,266.0,170.5,28,8:04:28,12:53:24,4/14/2022,32.2313598,-110.9445256,12SWA 05226 66081,1.1,1.8,65.0,3,9,7.6,116.9,-0.6,0.6,0.6,1.2,1.2,0.0,107.8,1.1,1.3,2.5,0
11,0.5,3.4,100,-80,0,1.3,89.95690572,743.8,747.3,744.47,744.52,744.545,1502.6,0:24:25,117.0,4,66.0,266.0,170.5,28,8:04:28,12:53:25,4/14/2022,32.2313598,-110.9445256,12SWA 05226 66081,1.1,1.8,65.0,3,9,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.8,1.1,1.3,2.5,0
11,0.5,3.4,100,-80,0,1.3,89.95690572,743.8,747.3,744.47,744.52,744.545,1502.6,0:24:26,117.0,4,66.0,266.0,170.5,28,8:04:28,12:53:26,4/14/2022,32.2313598,-110.9445256,12SWA 05226 66081,1.1,1.8,65.0,3,9,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.8,1.1,1.3,2.5,0
11,0.5,3.4,100,-80,0,1.3,89.95690572,743.8,747.3,744.47,744.52,744.545,1502.6,0:24:27,117.0,4,66.0,266.0,170.5,28,8:04:28,12:53:27,4/14/2022,32.2313755,-110.9444836,12SWA 05230 66083,1.1,1.7,57.6,3,10,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.73,1.1,1.3,2.5,0
11,0.5,3.4,100,-80,0,1.3,89.95690572,743.8,747.3,744.47,744.52,744.545,1502.6,0:24:28,117.0,4,66.0,266.0,170.5,28,8:04:28,12:53:28,4/14/2022,32.2313755,-110.9444836,12SWA 05230 66083,1.1,1.7,57.6,3,10,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.73,1.1,1.3,2.5,0
11,1.2,3.9,95,-85,-5,1.2,89.95690572,743.8,747.3,744.58,744.52,744.545,1502.6,0:24:29,117.0,4,66.0,266.0,177.2,30,8:04:28,12:53:29,4/14/2022,32.2313755,-110.9444836,12SWA 05230 66083,1.1,1.7,57.6,3,10,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.73,1.1,1.3,2.5,0
11,1.2,3.9,95,-85,0,1.2,89.95684294,743.9,747.4,744.58,744.58,743.462,1509.7,0:24:30,122.7,5,6.0,265.0,181.9,30,8:04:28,12:53:30,4/14/2022,32.2313755,-110.9444836,12SWA 05230 66083,1.1,1.7,57.6,3,10,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.73,1.1,1.3,2.5,0
11,1.2,3.9,95,-85,0,1.2,89.95684294,743.9,747.4,744.58,744.58,743.462,1509.7,0:24:31,122.7,5,6.0,265.0,181.9,30,8:04:28,12:53:31,4/14/2022,32.2314004,-110.9444556,12SWA 05233 66086,1.1,1.6,18.4,3,10,7.9,117.6,-0.6,0.6,0.6,1.2,1.2,0.0,107.62,1.1,1.3,2.5,0
11,-3.3,3.9,26,-154,-69,0.9,89.95688093,743.9,747.5,744.63,744.6,744.117,1509.7,0:24:32,122.8,5,6.0,264.0,181.6,31,8:04:28,12:53:32,4/14/2022,32.2314004,-110.9444556,12SWA 05233 66086,1.1,1.6,18.4,3,10,12.4,122.3,-0.7,0.9,0.9,0.2,0.2,0.1,107.62,1.2,0.5,1.4,0
11,-3.3,3.9,26,-154,0,0.9,89.95688093,743.9,747.5,744.63,744.6,744.117,1509.7,0:24:33,122.8,5,6.0,264.0,181.5,31,8:04:28,12:53:33,4/14/2022,32.2314004,-110.9444556,12SWA 05233 66086,1.1,1.6,18.4,3,10,13.0,122.2,-0.7,0.9,0.9,0.1,0.1,0.0,107.62,1.2,0.5,1.4,0
11,-1.8,4.6,22,-158,-4,1.0,89.95686911,743.9,747.5,744.88,744.63,743.913,1509.7,0:24:34,122.8,5,6.0,264.0,181.5,31,8:04:28,12:53:34,4/14/2022,32.231411,-110.9444574,12SWA 05233 66087,1.1,1.6,324.7,3,10,14.2,121.6,-0.9,1.0,1.0,0.1,0.1,0.0,107.62,1.7,0.8,1.8,0
11,-1.8,4.6,22,-158,0,1.0,89.95686911,743.9,747.5,744.88,744.63,743.913,1509.7,0:24:35,122.8,5,6.0,264.0,181.5,31,8:04:28,12:53:35,4/14/2022,32.231411,-110.9444574,12SWA 05233 66087,1.1,1.6,324.7,3,10,14.2,121.6,-0.9,1.0,1.0,0.1,0.1,0.0,107.62,1.7,0.8,1.8,0
11,-2.3,5.5,19,-161,-3,1.1,89.95686911,743.9,747.5,745.05,744.63,743.913,1509.7,0:24:36,122.8,5,6.0,264.0,181.5,31,8:04:28,12:53:36,4/14/2022,32.231411,-110.9444574,12SWA 05233 66087,1.1,1.6,324.7,3,10,16.3,121.4,-1.1,1.2,1.2,0.0,0.0,-0.1,107.62,1.3,0.6,2.7,0
11,-3.7,4.6,17,-163,-2,1.2,89.95692053,744.3,747.9,745.03,745.03,744.801,1515.6,0:24:37,122.4,5,6.0,262.0,179.9,30,8:04:28,12:53:37,4/14/2022,32.231411,-110.9444574,12SWA 05233 66087,1.1,1.6,324.7,3,10,16.9,121.3,-1.1,1.1,1.1,-0.1,0.1,0.0,107.62,1.3,0.6,2.7,0
11,-5.0,5.6,18,-162,1,1.1,89.95692053,744.5,748.0,745.19,745.03,744.801,1515.6,0:24:38,122.2,5,6.0,261.0,179.2,30,8:04:28,12:53:38,4/14/2022,32.231461,-110.9444653,12SWA 05232 66093,1.1,1.6,345.0,3,10,18.6,120.9,-1.3,1.1,1.1,-0.2,0.2,-0.1,107.42,1.4,0.9,2.3,0
11,-1.7,4.6,20,-160,2,1.1,89.95692053,744.5,748.0,745.19,745.03,744.801,1515.6,0:24:39,122.2,5,6.0,261.0,179.2,31,8:04:28,12:53:39,4/14/2022,32.2314674,-110.9444705,12SWA 05231 66093,1.1,1.6,349.2,3,10,18.6,120.9,-1.3,1.1,1.1,-0.2,0.2,-0.1,107.35,1.4,0.9,2.3,0
11,-1.7,4.6,20,-160,0,1.1,89.95692053,744.5,748.0,745.19,745.03,744.801,1515.6,0:24:40,122.2,5,6.0,261.0,179.2,31,8:04:28,12:53:40,4/14/2022,32.2314674,-110.9444705,12SWA 05231 66093,1.1,1.6,349.2,3,10,21.0,120.4,-1.4,1.2,1.2,-0.3,0.3,-0.1,107.35,1.6,1.0,1.7,0
11,-1.7,4.6,20,-160,0,1.1,89.95694978,744.7,748.2,745.19,745.19,745.307,1520.8,0:24:41,122.4,5,6.0,259.0,178.4,31,8:04:28,12:53:41,4/14/2022,32.2314874,-110.9444664,12SWA 05232 66096,1.1,1.8,12.0,3,9,21.6,120.4,-1.5,1.2,1.2,-0.3,0.3,-0.1,107.28,1.6,1.0,1.7,0
11,-1.7,4.6,20,-160,0,1.1,89.95694978,744.7,748.2,745.19,745.19,745.307,1520.8,0:24:42,122.4,5,6.0,259.0,178.4,31,8:04:28,12:53:42,4/14/2022,32.2315005,-110.9444659,12SWA 05232 66097,1.1,1.5,333.8,3,10,21.6,120.4,-1.5,1.2,1.2,-0.3,0.3,-0.1,107.2,1.6,1.0,1.7,0
11,-1.7,4.6,20,-160,0,1.1,89.9569652,744.6,748.1,745.29,745.29,745.574,1523.0,0:24:43,122.3,5,6.0,258.0,177.6,27,8:04:28,12:53:43,4/14/2022,32.2315005,-110.9444659,12SWA 05232 66097,1.1,1.5,333.8,3,10,21.6,120.4,-1.5,1.2,1.2,-0.3,0.3,-0.1,107.17,1.6,1.0,1.7,0
11,-4.6,2.5,349,169,329,1.1,89.9569652,744.6,748.1,745.31,745.29,745.574,1523.0,0:24:44,122.1,5,6.0,258.0,177.1,28,8:04:28,12:53:44,4/14/2022,32.2315005,-110.9444659,12SWA 05232 66097,1.1,1.5,333.8,3,10,21.6,120.4,-1.5,1.2,1.2,-0.3,0.3,-0.1,107.17,1.6,1.0,1.7,0
11,-4.6,2.5,349,169,0,1.1,89.95689321,744.6,748.1,745.31,745.31,744.329,1523.0,0:24:45,122.1,6,277.0,258.0,177.1,28,8:04:28,12:53:45,4/14/2022,32.2315252,-110.9444824,12SWA 05230 66100,0.9,1.4,320.5,3,11,21.6,120.4,-1.5,1.2,1.2,-0.3,0.3,-0.1,107.08,1.6,1.0,1.7,0
11,-3.6,1.0,306,126,-43,1.1,89.95689321,744.7,748.2,745.37,745.31,744.329,1525.8,0:24:46,120.3,6,277.0,257.0,175.0,24,8:04:28,12:53:46,4/14/2022,32.2315299,-110.9444953,12SWA 05229 66100,0.9,1.4,290.6,3,11,26.2,117.5,-1.5,0.4,0.4,-1.0,1.0,0.0,107.02,1.0,0.6,1.4,0
11,-4.7,0.9,304,124,-2,1.1,89.95693123,744.7,748.2,745.37,745.37,744.986,1525.8,0:24:47,120.3,6,277.0,257.0,175.0,24,8:04:28,12:53:47,4/14/2022,32.2315299,-110.9444953,12SWA 05229 66100,0.9,1.4,290.6,3,11,26.3,117.1,-1.5,0.4,0.4,-1.0,1.0,0.0,107.02,1.9,0.7,2.5,0
11,-6.5,2.4,301,121,-3,1.1,89.95695307,744.7,748.2,745.44,745.44,745.364,1525.8,0:24:48,120.3,6,277.0,257.0,175.0,24,8:04:28,12:53:48,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.8,-1.5,0.4,0.4,-1.0,1.0,-0.1,107.02,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1528.5,0:24:49,118.4,6,277.0,257.0,172.8,25,8:04:28,12:53:49,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,107.02,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1528.5,0:24:50,118.4,6,277.0,257.0,172.8,25,8:04:28,12:53:50,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,107.02,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1528.5,0:24:51,118.4,6,277.0,257.0,172.8,25,8:04:28,12:53:51,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,107.02,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1528.5,0:24:52,118.4,6,277.0,257.0,172.8,25,8:04:28,12:53:52,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,107.02,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1531.7,0:24:53,115.3,6,277.0,256.0,169.5,25,8:04:28,12:53:53,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,106.79,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.7,748.2,745.38,745.38,745.353,1531.7,0:24:54,115.3,6,277.0,256.0,169.5,25,8:04:28,12:53:54,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,106.79,1.3,1.0,2.0,0
11,-6.5,2.4,301,121,0,1.0,89.95695244,744.9,748.4,745.38,745.38,745.353,1534.4,0:24:55,112.8,6,277.0,256.0,166.9,25,8:04:28,12:53:55,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,106.74,1.3,1.0,2.0,0
11,-1.4,0.8,293,113,-8,1.1,89.95695244,744.9,748.4,745.6,745.38,745.353,1534.4,0:24:56,112.2,6,277.0,256.0,166.3,24,8:04:28,12:53:56,4/14/2022,32.2315362,-110.9445178,12SWA 05227 66101,0.9,1.4,275.1,3,11,26.8,115.4,-1.5,0.3,0.3,-1.0,1.0,-0.1,106.74,1.3,1.0,2.0,0
