Measurement_ID,Roll (deg),Pitch (deg),Heading (deg),Yaw (deg),Yaw Rate (deg/s),Velocity (m/s),Steering Angle (deg),Relative Altitude (m),Altitude AMSL (m),Altitude Tuning,Altitude Tuning Setpoint,X-Track Error (m),Travelled Distance (m),Run Time,Distance To Home (m),Mission Index,Heading To Next WP (deg),Heading To Home (deg),Throttle (%),Hobbs,Clock Time,Clock Date,GPS Latitude,GPS Longitude,GPS MGRS,GPS HDOP,GPS VDOP,GPS Course,Satellite Locks,Satellite Count,Longitudinal Position (m),Lateral Position (m),Vertical Position (m),Longitudinal Velocity (m/s),Absolute Longitudinal Velocity (m/s),Lateral Velocity (m/s),Absolute Lateral Velocity (m/s),Vertical Velocity (m/s),Temperature (F),Longitudinal Vibration,Lateral Vibration,Vertical Vibration,Data Type
16,-1.4,2.7,322,142,0,1.0,89.95765134,4.6,758.9,758.7,758.7,757.654,5092.9,1:24:55,104.8,6,277.0,254.0,33,12:09:49,16:59:25,4/15/2022,32.2315221,-110.9444883,12SWA 05230 66099,1.4,2.5,335.2,3,7,29.3,99.6,-4.1,0.8,0.8,-0.6,0.6,0.2,114.94,1.9,1.5,2.5,0
16,-1.4,2.7,322,142,0,1.0,89.95765134,4.6,758.9,758.7,758.7,757.654,5092.9,1:24:56,104.8,6,277.0,254.0,33,12:09:49,16:59:26,4/15/2022,32.2315221,-110.9444883,12SWA 05230 66099,1.4,2.5,335.2,3,7,29.3,99.6,-4.1,0.8,0.8,-0.6,0.6,0.2,114.94,1.9,1.5,2.5,0
16,-4.8,0.5,279,99,-43,1.1,89.95765134,4.6,758.9,758.71,758.7,757.654,5095.1,1:24:57,102.8,6,277.0,253.0,28,12:09:49,16:59:27,4/15/2022,32.2315221,-110.9444883,12SWA 05230 66099,1.4,2.5,335.2,3,7,30.6,96.9,-4.1,0.2,0.2,-1.0,1.0,0.1,114.94,1.9,1.5,2.5,0
16,-6.3,2.5,274,94,-5,1.0,89.95770761,4.6,758.9,758.58,758.71,758.662,5095.1,1:24:58,102.8,6,277.0,253.0,29,12:09:49,16:59:28,4/15/2022,32.2315221,-110.9444883,12SWA 05230 66099,1.4,2.5,335.2,3,7,30.6,96.6,-4.0,0.2,0.2,-1.0,1.0,0.2,114.94,1.5,0.7,2.0,0
16,-5.4,1.0,274,94,0,1.0,89.95770761,4.5,758.8,758.44,758.71,758.662,5095.1,1:24:59,101.7,6,277.0,253.0,29,12:09:49,16:59:29,4/15/2022,32.2315221,-110.9444883,12SWA 05230 66099,1.4,2.5,335.2,3,7,30.6,96.6,-4.0,0.2,0.2,-1.0,1.0,0.2,114.94,1.5,0.7,2.0,0
16,-2.5,1.3,279,99,5,1.0,89.95770761,4.2,758.5,758.31,758.71,758.662,5098.1,1:25:00,100.6,6,277.0,252.0,29,12:09:49,16:59:30,4/15/2022,32.2315343,-110.9445376,12SWA 05225 66101,1.5,4.4,283.5,3,6,30.6,96.6,-4.0,0.2,0.2,-1.0,1.0,0.2,115.09,0.9,0.6,1.5,0
16,-5.9,1.6,283,103,4,1.0,89.95767011,4.0,758.3,758.13,758.31,757.99,5098.1,1:25:01,99.4,6,277.0,252.0,29,12:09:49,16:59:31,4/15/2022,32.2315343,-110.9445376,12SWA 05225 66101,1.5,4.4,283.5,3,6,30.6,96.6,-4.0,0.2,0.2,-1.0,1.0,0.2,115.12,0.9,0.6,1.5,0
16,-2.8,1.7,282,102,-1,1.0,89.95766525,4.0,758.3,758.1,758.1,757.903,5098.1,1:25:02,99.4,6,277.0,252.0,28,12:09:49,16:59:32,4/15/2022,32.2315343,-110.9445376,12SWA 05225 66101,1.5,4.4,283.5,3,6,30.6,96.6,-4.0,0.2,0.2,-1.0,1.0,0.2,115.12,0.9,0.6,1.5,0
16,-5.5,1.6,278,98,-4,0.9,89.95767257,4.1,758.4,758.27,758.17,758.034,5100.8,1:25:03,98.2,6,277.0,252.0,30,12:09:49,16:59:33,4/15/2022,32.2315393,-110.9445667,12SWA 05222 66101,1.4,2.5,282.2,3,7,30.8,92.0,-3.5,0.3,0.3,-1.0,1.0,0.3,115.21,1.9,0.7,1.9,0
16,-5.8,2.0,277,97,-1,1.0,89.95767257,4.2,758.6,758.34,758.17,758.034,5100.8,1:25:04,97.3,6,277.0,252.0,29,12:09:49,16:59:34,4/15/2022,32.2315393,-110.9445667,12SWA 05222 66101,1.4,2.5,282.2,3,7,30.9,91.1,-3.7,0.2,0.2,-1.0,1.0,0.2,115.21,1.0,0.6,1.7,0
16,-5.5,2.4,278,98,1,0.9,89.95767257,4.2,758.5,758.33,758.17,758.034,5100.8,1:25:05,96.6,6,277.0,251.0,30,12:09:49,16:59:35,4/15/2022,32.2315393,-110.9445667,12SWA 05222 66101,1.4,2.5,282.2,3,7,31.0,90.4,-3.7,0.2,0.2,-0.9,0.9,0.2,115.21,1.3,0.7,2.3,0
16,-3.4,1.0,278,98,0,1.0,89.95767162,4.2,758.5,758.23,758.23,758.017,5100.8,1:25:06,96.6,6,277.0,251.0,28,12:09:49,16:59:36,4/15/2022,32.2315385,-110.9445989,12SWA 05219 66101,1.4,2.5,266.4,3,7,31.0,90.4,-3.7,0.2,0.2,-0.9,0.9,0.2,115.34,1.3,0.7,2.3,0
16,-3.8,1.6,283,103,5,1.0,89.95767626,4.2,758.5,758.26,758.26,758.1,5100.8,1:25:07,96.6,6,277.0,251.0,29,12:09:49,16:59:37,4/15/2022,32.2315385,-110.9445989,12SWA 05219 66101,1.4,2.5,266.4,3,7,31.0,90.4,-3.7,0.2,0.2,-0.9,0.9,0.2,115.36,1.2,0.9,1.6,0
16,-2.6,1.2,282,102,-1,1.0,89.95767626,4.2,758.5,758.35,758.26,758.1,5100.8,1:25:08,96.6,6,277.0,251.0,30,12:09:49,16:59:38,4/15/2022,32.2315385,-110.9445989,12SWA 05219 66101,1.4,2.5,266.4,3,7,31.2,87.8,-3.6,0.2,0.2,-0.9,0.9,0.2,115.36,1.2,0.6,1.9,0
16,-2.6,1.2,282,102,0,1.0,89.95769456,4.3,758.6,758.42,758.42,758.428,5106.4,1:25:09,93.2,6,277.0,250.0,30,12:09:49,16:59:39,4/15/2022,32.2315385,-110.9445989,12SWA 05219 66101,1.4,2.5,266.4,3,7,31.2,87.8,-3.6,0.2,0.2,-0.9,0.9,0.2,115.36,1.2,0.6,1.9,0
16,-4.1,2.2,275,95,-7,1.0,89.95768803,4.3,758.6,758.34,758.34,758.311,5106.4,1:25:10,92.8,6,277.0,250.0,30,12:09:49,16:59:40,4/15/2022,32.2315385,-110.9445989,12SWA 05219 66101,1.4,2.5,266.4,3,7,31.5,85.8,-3.7,0.1,0.1,-1.0,1.0,0.2,115.43,1.1,0.6,1.8,0
16,-4.0,2.4,277,97,2,1.0,89.95768346,4.1,758.5,758.24,758.3,758.229,5106.4,1:25:11,91.4,6,277.0,250.0,30,12:09:49,16:59:41,4/15/2022,32.2315457,-110.9446406,12SWA 05215 66102,1.4,2.5,272.5,3,7,31.5,84.7,-3.6,0.1,0.1,-1.0,1.0,0.2,115.43,1.1,0.6,1.8,0
16,-5.1,1.8,279,99,2,1.0,89.95766799,4.0,758.3,758.07,758.07,757.952,5109.0,1:25:12,90.7,6,277.0,250.0,31,12:09:49,16:59:42,4/15/2022,32.2315467,-110.9446546,12SWA 05214 66102,1.4,2.5,272.5,3,7,31.5,83.9,-3.4,0.1,0.1,-1.0,1.0,0.3,115.41,1.7,0.9,2.1,0
16,-3.8,2.5,281,101,2,1.0,89.95766799,3.8,758.1,757.88,758.07,757.952,5109.0,1:25:13,89.2,6,277.0,249.0,30,12:09:49,16:59:43,4/15/2022,32.2315467,-110.9446546,12SWA 05214 66102,1.4,2.5,272.5,3,7,31.7,82.2,-3.2,0.1,0.1,-1.0,1.0,0.3,115.41,1.0,0.7,1.9,0
16,-3.1,1.9,282,102,1,1.0,89.95766799,3.7,758.0,757.82,758.07,757.952,5112.0,1:25:14,88.0,6,277.0,249.0,30,12:09:49,16:59:44,4/15/2022,32.2315467,-110.9446546,12SWA 05214 66102,1.4,2.5,272.5,3,7,31.8,80.9,-3.2,0.2,0.2,-1.0,1.0,0.4,115.41,1.0,0.7,1.9,0
16,-1.9,1.4,283,103,1,0.9,89.95764502,3.5,757.8,757.61,757.65,757.541,5112.0,1:25:15,87.2,6,277.0,249.0,31,12:09:49,16:59:45,4/15/2022,32.231549,-110.9446953,12SWA 05210 66102,1.4,2.5,269.9,3,7,31.8,80.9,-3.2,0.2,0.2,-1.0,1.0,0.4,115.41,0.8,0.6,1.9,0
16,-2.6,2.0,287,107,4,1.0,89.957633,3.3,757.6,757.41,757.41,757.326,5112.0,1:25:16,86.5,6,277.0,248.0,31,12:09:49,16:59:46,4/15/2022,32.2315509,-110.9447053,12SWA 05209 66103,1.4,2.5,269.9,3,7,31.9,79.3,-2.8,0.2,0.2,-1.0,1.0,0.4,115.43,1.3,0.6,1.6,0
16,-2.1,2.5,285,105,-2,1.0,89.95763082,3.2,757.5,757.27,757.27,757.287,5114.4,1:25:17,85.5,6,277.0,248.0,32,12:09:49,16:59:47,4/15/2022,32.2315517,-110.9447115,12SWA 05209 66103,1.4,2.5,269.9,3,7,32.1,78.1,-2.6,0.1,0.1,-1.0,1.0,0.4,115.43,0.9,0.6,1.5,0
16,-3.6,2.6,284,104,-1,0.9,89.95763115,3.1,757.5,757.18,757.22,757.293,5114.4,1:25:18,85.2,6,277.0,248.0,33,12:09:49,16:59:48,4/15/2022,32.2315517,-110.9447115,12SWA 05209 66103,1.4,2.5,269.9,3,7,32.2,77.3,-2.6,0.1,0.1,-1.0,1.0,0.4,115.43,1.6,0.7,2.7,0
16,-2.6,1.9,281,101,-3,1.0,89.95763289,3.1,757.5,757.23,757.2,757.324,5116.4,1:25:19,83.7,6,277.0,247.0,31,12:09:49,16:59:49,4/15/2022,32.2315517,-110.9447115,12SWA 05209 66103,1.4,2.5,269.9,3,7,32.4,76.0,-2.6,0.0,0.0,-1.1,1.1,0.4,115.36,1.2,1.0,2.1,0
16,-3.5,2.9,277,97,-4,1.1,89.95764877,3.2,757.5,757.35,757.35,757.608,5116.4,1:25:20,83.0,6,277.0,247.0,30,12:09:49,16:59:50,4/15/2022,32.2315588,-110.9447435,12SWA 05206 66104,1.7,3.2,272.1,3,6,32.6,75.2,-2.7,0.0,0.0,-1.0,1.0,0.3,115.36,1.4,0.9,2.1,0
16,-3.6,2.3,276,96,-1,1.0,89.95765447,3.5,757.8,757.45,757.45,757.71,5119.1,1:25:21,81.8,6,277.0,247.0,32,12:09:49,16:59:51,4/15/2022,32.2315588,-110.9447435,12SWA 05206 66104,1.7,3.2,272.1,3,6,32.6,74.7,-2.7,0.0,0.0,-1.0,1.0,0.3,115.36,1.3,0.8,2.1,0
16,-3.0,2.3,273,93,-3,1.0,89.95765447,3.6,757.9,757.71,757.45,757.71,5119.1,1:25:22,81.0,6,277.0,246.0,31,12:09:49,16:59:52,4/15/2022,32.2315588,-110.9447435,12SWA 05206 66104,1.7,3.2,272.1,3,6,32.6,73.0,-3.1,0.0,0.0,-1.1,1.1,0.2,115.36,1.2,0.5,1.6,0
16,-3.0,2.3,273,93,0,1.0,89.95765447,3.8,758.1,757.89,757.45,757.71,5119.1,1:25:23,80.1,6,277.0,246.0,31,12:09:49,16:59:53,4/15/2022,32.2315588,-110.9447435,12SWA 05206 66104,1.7,3.2,272.1,3,6,32.6,73.0,-3.1,0.0,0.0,-1.1,1.1,0.2,115.32,1.2,0.5,1.6,0
16,-3.0,0.8,277,97,4,1.0,89.95765447,3.8,758.1,757.94,757.45,757.71,5119.1,1:25:24,80.1,6,277.0,246.0,31,12:09:49,16:59:54,4/15/2022,32.2315615,-110.9447856,12SWA 05202 66104,1.4,2.5,279.4,3,7,32.6,71.9,-3.3,0.1,0.1,-0.9,0.9,0.1,115.32,1.3,0.5,1.4,0
16,-1.5,1.8,271,91,-6,1.0,89.95769835,3.8,758.1,758.19,758.19,758.496,5119.1,1:25:25,80.1,6,277.0,246.0,31,12:09:49,16:59:55,4/15/2022,32.2315615,-110.9447856,12SWA 05202 66104,1.4,2.5,279.4,3,7,32.6,71.9,-3.3,0.1,0.1,-0.9,0.9,0.1,115.32,1.3,0.5,1.4,0
16,-1.1,1.7,265,85,-6,1.0,89.95771168,4.3,758.6,758.51,758.38,758.735,5123.0,1:25:26,78.4,6,277.0,245.0,30,12:09:49,16:59:56,4/15/2022,32.2315615,-110.9447856,12SWA 05202 66104,1.4,2.5,279.4,3,7,33.0,70.4,-3.7,0.1,0.1,-1.0,1.0,0.1,115.32,1.3,0.5,1.4,0
16,-2.6,1.9,264,84,-1,1.0,89.95771168,4.3,758.6,758.53,758.38,758.735,5123.0,1:25:27,78.4,6,277.0,245.0,30,12:09:49,16:59:57,4/15/2022,32.2315623,-110.9448119,12SWA 05199 66104,1.4,2.5,283.0,3,7,33.0,70.4,-3.7,0.1,0.1,-1.0,1.0,0.1,115.32,1.3,0.5,1.4,0
16,-4.2,1.5,265,85,1,1.0,89.95771641,4.6,758.9,758.66,758.66,758.82,5125.1,1:25:28,76.3,6,277.0,244.0,29,12:09:49,16:59:58,4/15/2022,32.2315617,-110.9448249,12SWA 05198 66104,1.4,2.5,270.9,3,7,33.0,70.4,-3.7,0.1,0.1,-1.0,1.0,0.1,115.32,1.3,0.5,1.5,0
16,-5.5,2.3,268,88,3,1.0,89.95771641,4.7,759.0,758.77,758.66,758.82,5125.1,1:25:29,75.6,6,277.0,244.0,31,12:09:49,16:59:59,4/15/2022,32.2315617,-110.9448249,12SWA 05198 66104,1.4,2.5,270.9,3,7,33.1,66.8,-4.1,0.0,0.0,-1.0,1.0,0.0,115.32,1.3,0.6,2.0,0
16,-5.2,2.6,272,92,4,1.0,89.95772104,4.8,759.1,758.93,758.88,758.903,5125.1,1:25:30,74.9,6,277.0,244.0,31,12:09:49,17:00:00,4/15/2022,32.2315615,-110.9448416,12SWA 05196 66104,1.4,2.5,261.4,3,7,33.1,66.3,-4.2,0.0,0.0,-1.0,1.0,0.0,115.18,1.0,0.7,1.6,0
16,-4.3,3.3,274,94,2,1.0,89.95773357,4.8,759.1,759.14,759.06,759.128,5125.1,1:25:31,74.9,6,277.0,244.0,31,12:09:49,17:00:01,4/15/2022,32.2315617,-110.9448468,12SWA 05196 66104,1.4,2.5,262.0,3,7,33.2,64.8,-4.5,0.1,0.1,-1.0,1.0,-0.1,115.14,1.6,0.7,2.1,0
16,-4.9,1.9,273,93,-1,1.0,89.95773969,4.8,759.1,759.21,759.19,759.238,5125.1,1:25:32,74.9,6,277.0,244.0,31,12:09:49,17:00:02,4/15/2022,32.2315619,-110.9448598,12SWA 05195 66104,1.4,2.5,274.0,3,7,33.2,64.8,-4.5,0.1,0.1,-1.0,1.0,-0.1,115.11,1.6,0.7,2.1,0
16,-4.6,2.4,273,93,0,1.0,89.95773969,5.2,759.5,759.32,759.19,759.238,5130.0,1:25:33,72.3,6,277.0,243.0,32,12:09:49,17:00:03,4/15/2022,32.2315628,-110.944866,12SWA 05194 66104,1.4,2.5,275.5,3,7,33.3,62.9,-4.7,0.1,0.1,-1.0,1.0,-0.1,115.11,1.6,0.7,2.1,0
16,-2.6,1.9,274,94,1,1.1,89.95775188,5.3,759.6,759.38,759.36,759.457,5130.0,1:25:34,71.3,6,277.0,242.0,31,12:09:49,17:00:04,4/15/2022,32.2315638,-110.9448822,12SWA 05193 66104,1.4,2.5,274.7,3,7,33.4,62.2,-4.7,0.1,0.1,-1.0,1.0,-0.1,115.07,1.0,0.8,2.6,0
16,-2.5,2.0,274,94,0,1.1,89.95774899,5.3,759.6,759.37,759.38,759.405,5132.2,1:25:35,70.4,6,277.0,242.0,30,12:09:49,17:00:05,4/15/2022,32.2315636,-110.9448995,12SWA 05191 66104,1.4,2.5,263.4,3,7,33.4,61.2,-4.7,0.1,0.1,-1.1,1.1,0.0,115.07,2.3,1.1,2.3,0
16,-2.6,1.9,277,97,3,1.0,89.95774899,5.2,759.5,759.32,759.38,759.405,5132.2,1:25:36,69.4,6,277.0,241.0,31,12:09:49,17:00:06,4/15/2022,32.2315652,-110.9449118,12SWA 05190 66104,1.4,2.5,278.1,3,7,33.6,59.9,-4.7,0.1,0.1,-1.0,1.0,0.0,115.05,1.4,0.8,2.0,0
16,-2.6,1.9,277,97,0,1.0,89.95774899,5.2,759.5,759.26,759.38,759.405,5134.3,1:25:37,68.7,6,277.0,241.0,30,12:09:49,17:00:07,4/15/2022,32.2315652,-110.9449118,12SWA 05190 66104,1.4,2.5,278.1,3,7,33.6,58.7,-4.6,0.0,0.0,-1.0,1.0,-0.1,115.05,1.3,0.8,2.0,0
16,-2.4,1.9,270,90,-7,1.0,89.95774298,5.1,759.5,759.24,759.25,759.297,5134.3,1:25:38,67.8,7,268.0,240.0,30,12:09:49,17:00:08,4/15/2022,32.2315645,-110.9449325,12SWA 05188 66104,1.4,2.5,275.3,3,7,33.6,57.7,-4.6,0.0,0.0,-1.0,1.0,0.0,115.02,1.3,0.9,1.8,0
16,-3.3,1.8,272,92,2,1.0,89.95773713,5.0,759.4,759.15,759.19,759.192,5136.5,1:25:39,66.3,7,268.0,240.0,30,12:09:49,17:00:09,4/15/2022,32.2315642,-110.9449379,12SWA 05187 66104,1.4,2.5,271.1,3,7,33.5,56.5,-4.5,0.0,0.0,-1.0,1.0,-0.1,115.0,1.1,0.6,1.5,0
16,-1.2,1.5,272,92,0,1.0,89.95773424,5.0,759.4,759.09,759.15,759.14,5136.5,1:25:40,66.3,7,268.0,240.0,30,12:09:49,17:00:10,4/15/2022,32.2315636,-110.944949,12SWA 05186 66104,1.4,2.5,271.1,3,7,33.5,55.3,-4.5,-0.1,0.1,-1.0,1.0,-0.1,114.98,0.8,0.7,2.3,0
16,-0.5,1.8,272,92,0,1.0,89.95773101,5.0,759.3,759.09,759.09,759.082,5136.5,1:25:41,65.3,7,268.0,239.0,31,12:09:49,17:00:11,4/15/2022,32.2315637,-110.9449607,12SWA 05185 66104,1.4,2.5,271.1,3,7,33.5,54.9,-4.4,-0.1,0.1,-1.0,1.0,0.0,114.98,1.0,0.7,1.6,0
16,-2.4,1.9,275,95,3,1.0,89.95773301,5.1,759.4,759.21,759.15,759.118,5139.2,1:25:42,63.9,7,268.0,239.0,30,12:09:49,17:00:12,4/15/2022,32.2315633,-110.944979,12SWA 05183 66104,1.4,2.5,276.4,3,7,33.4,53.3,-4.5,0.0,0.0,-1.0,1.0,0.0,114.96,1.3,0.6,1.5,0
16,-2.9,1.3,275,95,0,1.0,89.95774732,5.2,759.5,759.3,759.3,759.375,5139.2,1:25:43,63.0,7,268.0,238.0,31,12:09:49,17:00:13,4/15/2022,32.2315642,-110.9449918,12SWA 05182 66104,1.4,2.5,276.4,3,7,33.4,52.5,-4.7,0.0,0.0,-1.0,1.0,0.0,114.93,1.1,0.7,1.9,0
16,-1.1,2.3,268,88,-7,1.0,89.95775449,5.2,759.5,759.29,759.29,759.504,5141.9,1:25:44,62.1,7,268.0,237.0,31,12:09:49,17:00:14,4/15/2022,32.2315671,-110.9450013,12SWA 05181 66104,1.4,2.5,273.6,3,7,33.6,51.0,-4.7,-0.1,0.1,-1.0,1.0,0.0,114.87,1.3,0.7,1.8,0
16,-1.6,2.5,267,87,-1,1.0,89.95775143,5.2,759.5,759.25,759.25,759.449,5141.9,1:25:45,61.4,7,268.0,237.0,31,12:09:49,17:00:15,4/15/2022,32.2315671,-110.9450013,12SWA 05181 66104,1.4,2.5,273.6,3,7,33.5,50.2,-4.6,-0.1,0.1,-1.0,1.0,0.0,114.84,1.7,0.8,2.4,0
16,-2.5,2.1,268,88,1,1.0,89.95774409,5.1,759.4,759.18,759.2,759.317,5141.9,1:25:46,60.4,7,268.0,237.0,31,12:09:49,17:00:16,4/15/2022,32.2315671,-110.9450013,12SWA 05181 66104,1.4,2.5,273.6,3,7,33.4,49.5,-4.6,-0.1,0.1,-1.0,1.0,0.0,114.84,1.0,0.6,1.5,0
16,-2.6,1.8,272,92,4,1.0,89.95774409,5.0,759.3,759.06,759.2,759.317,5144.2,1:25:47,59.8,7,268.0,236.0,31,12:09:49,17:00:17,4/15/2022,32.2315642,-110.9450296,12SWA 05179 66104,1.4,2.5,265.1,3,7,33.3,48.4,-4.5,-0.1,0.1,-1.0,1.0,0.0,114.8,1.1,0.7,1.9,0
16,-2.5,2.6,273,93,1,1.0,89.95774409,4.9,759.2,758.97,759.2,759.317,5144.2,1:25:48,58.8,7,268.0,236.0,30,12:09:49,17:00:18,4/15/2022,32.2315637,-110.9450429,12SWA 05177 66104,1.4,2.5,265.1,3,7,33.3,47.2,-4.3,-0.1,0.1,-1.0,1.0,0.0,114.8,1.6,0.8,2.6,0
16,-2.2,2.8,275,95,2,1.0,89.95772666,4.9,759.2,758.95,758.95,759.004,5146.6,1:25:49,57.6,7,268.0,235.0,30,12:09:49,17:00:19,4/15/2022,32.2315625,-110.9450588,12SWA 05176 66104,1.4,2.5,275.5,3,7,33.3,47.2,-4.3,-0.1,0.1,-1.0,1.0,0.0,114.8,1.2,0.6,1.8,0
16,-2.9,2.9,276,96,1,1.0,89.95772873,4.9,759.2,758.96,758.96,759.041,5146.6,1:25:50,57.1,7,268.0,234.0,31,12:09:49,17:00:20,4/15/2022,32.2315633,-110.9450632,12SWA 05175 66104,1.4,2.5,272.4,3,7,33.2,45.2,-4.3,-0.1,0.1,-1.0,1.0,0.0,114.75,0.9,0.6,2.0,0
16,-2.8,2.4,274,94,-2,1.0,89.95774081,4.9,759.2,759.0,759.0,759.258,5149.0,1:25:51,56.1,7,268.0,234.0,30,12:09:49,17:00:21,4/15/2022,32.2315647,-110.9450745,12SWA 05174 66104,1.4,2.5,282.3,3,7,33.3,44.0,-4.3,-0.1,0.1,-1.0,1.0,0.0,114.73,0.9,0.8,2.2,0
16,-4.6,1.8,270,90,-4,1.0,89.95774314,5.0,759.3,759.09,759.09,759.3,5149.0,1:25:52,55.1,7,268.0,233.0,31,12:09:49,17:00:22,4/15/2022,32.2315641,-110.9450862,12SWA 05173 66104,1.4,2.5,272.9,3,7,33.3,42.8,-4.4,-0.2,0.2,-1.0,1.0,-0.1,114.71,1.0,0.5,2.4,0
16,-2.7,2.1,272,92,2,1.0,89.95774637,5.1,759.4,759.19,759.14,759.358,5149.0,1:25:53,54.5,7,268.0,233.0,31,12:09:49,17:00:23,4/15/2022,32.2315634,-110.9450961,12SWA 05172 66104,1.4,2.5,272.9,3,7,33.2,42.0,-4.5,-0.1,0.1,-1.0,1.0,-0.1,114.69,1.3,0.7,2.1,0
16,-4.5,2.1,270,90,-2,1.0,89.95775483,5.1,759.5,759.25,759.25,759.51,5151.8,1:25:54,53.9,7,268.0,232.0,31,12:09:49,17:00:24,4/15/2022,32.2315633,-110.9451098,12SWA 05171 66104,1.4,2.5,272.9,3,7,33.2,41.2,-4.6,-0.1,0.1,-1.0,1.0,-0.1,114.66,1.3,0.7,2.5,0
16,-4.5,2.1,270,90,0,1.1,89.95775483,5.2,759.5,759.31,759.25,759.51,5151.8,1:25:55,53.3,7,268.0,232.0,30,12:09:49,17:00:25,4/15/2022,32.2315624,-110.9451163,12SWA 05170 66104,1.4,2.5,272.9,3,7,33.2,40.4,-4.6,-0.1,0.1,-1.0,1.0,0.0,114.62,1.5,0.8,2.6,0
16,-0.9,2.1,268,88,-2,1.0,89.95775722,5.3,759.6,759.42,759.36,759.553,5153.9,1:25:56,51.8,7,268.0,230.0,30,12:09:49,17:00:26,4/15/2022,32.2315609,-110.9451281,12SWA 05169 66104,1.4,2.5,266.0,3,7,33.1,38.7,-4.8,-0.1,0.1,-1.0,1.0,-0.1,114.62,1.0,0.8,2.3,0
16,-2.3,2.1,267,87,-1,1.0,89.95776167,5.3,759.6,759.38,759.42,759.633,5153.9,1:25:57,51.2,7,268.0,230.0,30,12:09:49,17:00:27,4/15/2022,32.2315609,-110.9451281,12SWA 05169 66104,1.4,2.5,266.0,3,7,33.1,37.8,-4.8,-0.1,0.1,-1.0,1.0,-0.1,114.6,1.0,0.7,2.2,0
16,-5.0,0.9,271,91,4,1.0,89.95774108,5.2,759.5,759.31,759.31,759.263,5155.9,1:25:58,50.4,7,268.0,229.0,29,12:09:49,17:00:28,4/15/2022,32.2315546,-110.9451445,12SWA 05168 66103,1.4,2.5,258.9,3,7,32.8,37.1,-4.7,-0.2,0.2,-1.1,1.1,-0.1,114.6,0.7,0.5,1.7,0
16,-2.4,2.1,280,100,9,1.0,89.95773496,5.2,759.5,759.3,759.3,759.153,5155.9,1:25:59,49.8,7,268.0,229.0,31,12:09:49,17:00:29,4/15/2022,32.2315549,-110.9451631,12SWA 05166 66103,1.4,2.5,254.2,3,7,32.7,36.4,-4.6,0.0,0.0,-1.0,1.0,0.0,114.58,1.3,0.7,1.9,0
16,-4.7,3.5,280,100,0,1.0,89.95773496,5.2,759.5,759.34,759.3,759.153,5158.0,1:26:00,48.8,7,268.0,228.0,31,12:09:49,17:00:30,4/15/2022,32.2315549,-110.9451631,12SWA 05166 66103,1.4,2.5,254.2,3,7,32.7,35.7,-4.7,0.0,0.0,-1.0,1.0,-0.1,114.58,1.1,0.7,1.8,0
16,-4.3,2.3,277,97,-3,1.0,89.95774198,5.1,759.5,759.24,759.24,759.279,5158.0,1:26:01,47.9,7,268.0,227.0,31,12:09:49,17:00:31,4/15/2022,32.2315549,-110.9451631,12SWA 05166 66103,1.4,2.5,254.2,3,7,32.7,33.7,-4.6,0.0,0.0,-1.0,1.0,0.0,114.58,1.4,0.9,1.8,0
16,-1.2,2.9,277,97,0,1.0,89.95774092,5.1,759.5,759.22,759.22,759.26,5160.2,1:26:02,47.2,7,268.0,226.0,31,12:09:49,17:00:32,4/15/2022,32.2315568,-110.9451954,12SWA 05163 66103,1.4,2.5,283.2,3,7,32.7,32.8,-4.6,-0.1,0.1,-1.0,1.0,-0.1,114.51,1.8,1.1,2.0,0
16,-4.1,3.4,277,97,0,1.0,89.95774092,5.1,759.4,759.22,759.22,759.26,5160.2,1:26:03,46.3,7,268.0,225.0,31,12:09:49,17:00:33,4/15/2022,32.2315568,-110.9452023,12SWA 05162 66103,1.4,2.5,283.2,3,7,32.8,31.5,-4.6,-0.1,0.1,-1.0,1.0,-0.1,114.51,1.0,1.0,2.1,0
16,-2.0,3.0,273,93,-4,1.0,89.95775344,5.2,759.5,759.26,759.26,759.485,5162.3,1:26:04,45.5,7,268.0,224.0,31,12:09:49,17:00:34,4/15/2022,32.231559,-110.9452193,12SWA 05161 66104,1.4,2.5,284.6,3,7,32.8,30.7,-4.6,-0.1,0.1,-1.0,1.0,-0.1,114.48,1.0,0.6,1.6,0
16,-2.4,3.1,271,91,-2,1.1,89.95775344,5.2,759.5,759.35,759.26,759.485,5162.3,1:26:05,45.5,7,268.0,224.0,30,12:09:49,17:00:35,4/15/2022,32.231559,-110.9452265,12SWA 05160 66104,1.4,2.5,276.4,3,7,32.7,29.4,-4.7,-0.1,0.1,-1.1,1.1,0.0,114.48,1.6,1.0,2.2,0
16,-4.7,2.7,272,92,1,1.0,89.95775794,5.3,759.6,759.43,759.43,759.566,5164.4,1:26:06,44.2,7,268.0,222.0,31,12:09:49,17:00:36,4/15/2022,32.2315584,-110.9452405,12SWA 05159 66103,1.4,2.5,276.4,3,7,32.7,29.4,-4.7,-0.1,0.1,-1.1,1.1,0.0,114.48,1.6,1.0,2.2,0
16,-5.1,3.1,271,91,-1,1.0,89.95776823,5.4,759.7,759.53,759.53,759.751,5164.4,1:26:07,43.4,7,268.0,221.0,32,12:09:49,17:00:37,4/15/2022,32.2315579,-110.9452449,12SWA 05158 66103,1.4,2.5,278.8,3,7,32.7,27.4,-4.9,-0.1,0.1,-1.0,1.0,-0.1,114.46,1.4,0.8,2.5,0
